Nom,adresse,Code postal,Ville,Téléphone,Email,Site web,Texte complémentaire Codelico,Liste de catégories,Type,Pays,urlImg
Horizon amitié espace 16,16 rue du rempart,67000,Strasbourg,03 88 27 37 65,Espace16@horizonamitie.fr,,"L’espace 16 est un service d’hébergement et d’accompagnement temporaire pour l’insertion de familles originaires de roumanie et de hongrie (sur orientations décidées par la ville de strasbourg) pour une période de 6 mois renouvelable, maximum 2 ans. capacité d’accueil= 46 caravanes de 3 à 9 places. accompagnement mené par deux travailleurs sociaux et un chef de service. projet porté et mis en place par la ville et dont la gestion est confiée à l'association horizon amitié dans le cadre d’une convention. orientations décidées par la ville de strasbourg en fonction des capacités et des motivations d’insertion des familles. familles roumaines et hongroises, majoritairement d'origine rom. secteur gare. lundi à vendredi 8h30-18h","Hébergement - logement, centre d'hébergement et de réinsertion sociale, hébergement/logement temporaire",Association,Fr,
Horizon amitié espace 16,16 rue du rempart,67000,Strasbourg,03 88 27 37 65,Espace16@horizonamitie.fr,,"L’espace 16 est un service d’hébergement et d’accompagnement temporaire pour l’insertion de familles originaires de roumanie et de hongrie (sur orientations décidées par la ville de strasbourg) pour une période de 6 mois renouvelable, maximum 2 ans. capacité d’accueil= 46 caravanes de 3 à 9 places. accompagnement mené par deux travailleurs sociaux et un chef de service. projet porté et mis en place par la ville et dont la gestion est confiée à l'association horizon amitié dans le cadre d’une convention. orientations décidées par la ville de strasbourg en fonction des capacités et des motivations d’insertion des familles. familles roumaines et hongroises, majoritairement d'origine rom. secteur gare. lundi à vendredi 8h30-18h.","Insertion, accompagnement social, accompagnement social",Association,Fr,
Horizon amitié foyer prechter,34 rue thomann,67000,Strasbourg,03 88 76 41 76,F.prechter@horizonamitie.fr,,"Capacité : 20 places en logement diffus. durée d'hébergement : 6mois renouvelables. participation financière selon ressources. personnes de 18 à 25 ans : hommes, femmes, couples sans enfant. bureaux : 9h-12h30 et 13h30-17h.","Hébergement - logement, centre d'hébergement et de réinsertion sociale, centre d'hébergement et de réinsertion sociale",Association,Fr,
Horizon amitié hébergement,14 rue marasaie-jeanne de lalande,67200,Strasbourg,03 88 44 20 25,Hdr@horizonamitie.fr,,"Hébergement d’urgence en appartements éclatés. basé sur le quartier de cronenbourg, composé de 9 appartements pour une capacité de 30 personnes. orientation siao. durée d’hébergement compris entre un à trois mois maximum en vue d’une réorientation par le siao. personnes sans domicile fixe. secteur strasbourg - cronembourg / hautepierre. ouverture bureau : 9h-12h30 et 13h30-17h.","Hébergement - logement, centre d'hébergement et de réinsertion sociale, centre d'hébergement et de réinsertion sociale",Association,Fr,
Horizon amitié maison relais thomas mann,12 rue thomas mann,67200,Strasbourg,03 88 27 11 52,Thomasmann@horizonamitie.fr,,"Capacité : 21 places (18 logements, 3 logements pour couple). en logements individuels, équipés de salle de bain, wc, kitchenette-séjour, chambre à coucher, meublés, literie, vaisselle. dossier et orientation à faire via le siao avec un rapport social du service qui oriente, + si possible courrier du candidat à la mr. redevance mensuelle, avec possibilité de bénéficier des apl. ouverture permanente. maison relais : résidence sociale sans limite de temps, encadrée. critères : - des ressources, minima sociaux, - manque d’autonomie, - personne souffrant d’isolement, - personne ne nécessitant pas d’accompagnement social (personne stabilisée dans ses problématiques sociales). public: hommes et femmes seuls, couples sans enfants. lundi à vendredi 8h30-17h30. samedi fermé. 1 dimanche sur 2","Hébergement - logement, centre d'hébergement et de réinsertion sociale, hébergement//maison relais",Association,Fr,
Horizon amitié rsavenir - espace bayard,8 rue du rempart,67000,Strasbourg,03 88 60 43 45,Rsavenir@horizonamitie.fr,,"Instruction des demandes et accompagnement dans le cadre du rsa pour des pers. sans domicile fixe, francophones de droit commun. permanences : lundi, mercredi et vendredi de 9h à 12h. jeudi de 13h45 à 16h45, (permanences sous réserve de la présence de la secrétaire les mardis et jeudis matin). sur rendez-vous les autres demi-journées.","Insertion, accompagnement social, accompagnement social",Association,Fr,
Horizon amitié sars,34 rue thomann,67000,Strasbourg,03 88 76 41 76,Sars@horizonamitie.fr,,Sars-service d'accueil et de réinsertion sociale. 80 places d'hébergement en diffus (env. 20 appartements). participation financière selon ressources. durée : 6 mois renouvelables. adulte accompagné d'enfants. bureaux : 9h-12h30 et 13h30-17h.,"Hébergement - logement, centre d'hébergement et de réinsertion sociale, centre d'hébergement et de réinsertion sociale",Association,Fr,
Hébergement - logement,9 rue de kirrwiller,67300,Bouxwiller,03 88 03 31 98,Dl.bouxwiller@croix-rouge.fr,,,"Hébergement - logement, centre d'hébergement et de réinsertion sociale, hébergement/logement temporaire",Association,Fr,
Hôpitaux universitaires de strasbourg,1 place de l'hôpital,67000,Strasbourg,03 88 11 67 68,,Http://www.chru-strasbourg.fr,"Clinique dentaire. soins et chirurgie bucco-dentaires tél. 03 68 85 39 01. se présenter de préférence à 9h ou à 14h. en cas d'absence de couverture sociale, passage préalable par la pass la boussole à l'hôpital civil.","Santé, accueil et service médicalisés, soins dentaires",Groupe gouvernemental,Fr,
Hôpitaux universitaires de strasbourg chu hautepierre,1 avenue molière,67000,Strasbourg,03 88 12 80 00,,Http://www.chru-strasbourg.fr/hus/,Centre de planification familiale - tél. 03 88 12 74 92.. pour les horaires se renseigner.,Accueil et service médicalisés/ planning familial,Association,Fr,
Hôpitaux universitaires de strasbourg chu hautepierre,1 avenue molière,67000,Strasbourg,03 88 12 80 00,,Http://www.chru-strasbourg.fr/hus/,"Consultations pré et post-natales de pmi gratuites, et assurées par un médecin gynécologue et une sage-femme de pmi. les examens de laboratoire y sont également dispensés gratuitement. pour les femmes qui ont des difficultés d'accès aux soins, ces consultations permettent un suivi normal de leur grossesse, puis de la santé du bébé. tél. : 03 88 12 78 28 lundi et jeudi de 14h à 16h30",Consultation périnatale,Association,Fr,
Hôpitaux universitaires de strasbourg centre médico-chirurgical obstétrique (cmco,19 rue louis pasteu,67000,Strasbourg,03 88 11 67 68,,Http://www.chru-strasbourg.fr/centre-medico-chirurgical-obstetrique-cmco,"Équipe de liaison et de soins en addictologie elsa ""missions périnatalité - addictions"" tél. secrétariat : 03 69 55 35 04 mél : equipeelsaperinataliteaddictions@chru-strasbourg.fr permanence de l'équipe pluridisciplinaire : consultations les lundis de 14h à 17h.",Consultation périnatale,Association,Fr,
Hôpitaux universitaires de strasbourg centre médico-chirurgical obstétrique (cmco),19 rue louis pasteu,67300,Schiltigheim,03 88 11 67 68,,Http://www.chru-strasbourg.fr/centre-medico-chirurgical-obstetrique-cmco,"Équipe de liaison et de soins en addictologie elsa ""missions périnatalité - addictions"" tél. secrétariat : 03 69 55 35 04 mél : equipeelsaperinataliteaddictions@chru-strasbourg.fr permanence de l'équipe pluridisciplinaire : consultations les lundis de 14h à 17h.",Accueil et service médicalisés / addictologie,Groupe gouvernemental,Fr,
Hôpitaux universitaires de strasbourg centre d'addictologie,1 place de l'hôpital,67000,Strasbourg,03 88 11 60 01,Centredaddictologie@chru-strasbourg.fr,Http://www.chru-strasbourg.fr,"Elsa : equipe de liaison et de soins en addictologie clinique médicale b 2e étage. permanence secrétariat : du lundi au vendredi de 8h30 à 17h . tél secrétariat : 03 88 11 60 01- 03 88 11 64 76 liaison et accompagnement des patients hospitalisés dans les services du chu présentant des problématiques addictives. elsa missions périnatalités - addictions. consultations pluridisciplinaires les lundis au cmco de 14h à 17h téléphone secrétariat : 03 69 55 35 04csapa - centre de soins, d’accomp. et de prévention en addictologieclinique médicale b : entrée médic. b 2e étage. tél : 03 88 11 60 01. accueil des usagers présentant toutes addictions avec ou sans produit, et de leur entourage. accueil sur rdv, du lundi au vendredi 8h30 à 17h, jeudi 8h30 à18h30. permanence d’accueil sans rdv lundi,mercredi et vendredi 9h à 11h. « accueil familles » avec ou sans rdv les lundis 14h à 18h.csapa - centre de soins, d’accomp. et de prévention en addictologienouvel hôpital civil «le fil d'ariane ». entrée au rdc, par l’extérieur du bâtiment. tél. : 03 69 55 04 17 usagers d'opiacés en demande de substitution par la méthadone. accueil sans rv. lundi, mercredi et jeudi 9h à 13h, mardi 9h à 12h, vendredi de 9h à 11h30 et de 13h30 à 15h.consultations jeunes consommateurs. accueil à la maison des adolescents, 23 rue de la porte de l'hôpital, strasbourg - tél. 03 88 11 65 65 http://www.maisondesados-strasbourg.eu accueil anonyme et gratuit. jeunes de 12 à 25 ans, et leur entourage. tous les jours, sans rdv",Accueil et service médicalisés / addictologie,Groupe gouvernemental,Fr,
Hôpitaux universitaires de strasbourg hôpital civil,1 place de l'hôpital,67000,Strasbourg,03 88 11 67 68,,Http://www.chru-strasbourg.fr,"Centre gratuit d’information de dépistage et de diagnostic.(dépistage sida et ist). cegidd - nouvel hôpital civil - niveau 0 - face à l’ascenceur c. information-documentation, consultation avec un médecin. possibilité de rdv avec une psychologue et une assistante sociale. les consultation et les tests sont gratuits et peuvent être anonymes. des fermetures exceptionnelles peuvent se produire, vérifier sur le site internet www.chru-strasbourg.fr/cegidd possibilité d'interprétariat en langue étrangère ou en langue des signes. tél. : 03 69 55 04 12. mél : cegidd@chru-strasbourg.fr tout public, y compris pers. mineures, étrang., non-assurées sociales. horaire variable : consulter le site www.chru-strasbourg.fr/cegidd",Accueil et service médicalisés / dépistage gratuit sida et ist,Groupe gouvernemental,Fr,
Hôpitaux universitaires de strasbourg hôpital civil,1 place de l'hôpital,67000,Strasbourg,03 88 11 67 68,Http://www.chru-strasbourg.fr,,Urgences psychiatriques : 03 88 11 66 48. accueil / renseignements 24h/24.,"Santé, accueil et service médicalisés, psychiatrie",Association,Fr,
Hôpitaux universitaires de strasbourg hôpital civil,1 place de l'hôpital,67000,Strasbourg,03 88 11 67 68,Http://www.chru-strasbourg.fr,,Urgences psychiatriques : 03 88 11 66 48. accueil / renseignements 24h/24.,"Santé, accueil et service médicalisés, psychiatrie",Groupe gouvernemental,Fr,
Hôpitaux universitaires de strasbourg hôpital civil pass - la boussole,Pavillon des hautes énergies 1 place de l'hôpital,67000,Strasbourg,03 88 11 50 02,,Http://www.chru-strasbourg.fr/hus/,"Prise en charge médico-sociale des pers. en situation de précarité : - accueil, écoute, orientation. - accès aux soins : consultations médicales, délivrance de médicaments, soins infirmiers, orientations vers des consultations spécialisées. - accès aux droits sociaux, accompagnement social. l’équipe : - 1 médecin vacataire et 1 interne, - vacations de gynécologie et de psychiatrie, - 1 infirmière, - 4 assistants sociaux, - 2 secrétaires médico-sociales, - personnes en situation de précarité rencontrant des difficultés pour accéder aux soins : personnes sans domicile fixe, sans couverture sociale (totale ou partielle), jeunes de moins de 25 ans sans ressources...) - pers. ou familles en situation d'immigration (récente, irrégulière...) - femmes démunies en demande de contraception, d'ivg, en situation de grossesse ou de difficultés familiales. - communautés marginalisées. -du lundi au vendredi de 9h à 12h et de 13h30 à 17h. consultation médicale sur rdv. évaluation sociale à 9h pour les ""1er contact"".","Santé, accueil et service médicalisés, accès aux soins",Association,Fr,
